Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
lancedb vs chromadb,58,58,30,10,4.84,https://mcp.directory/blog/chroma-vs-pinecone-vs-qdrant-vs-weaviate-vs-pgvector-mcp-2026,0,0,0.00,0.11,120,"40, 60, 100, 40, 60, 60, 60, 40, 80, 40, 40, 40",2026-07-11,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
r.jina.ai url format,70,70,1000,30,0.00,https://mcp.directory/blog/claude-jina-ai-skill-guide,0,0,0.00,0,103,100,2026-06-27,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shadcn ui update components,55,55,40,44,0.00,https://mcp.directory/skills/shadcn-ui-setup,0,0,0.00,0,106,"14, 50, 14, 0, 0, 14, 14, 100, 64, 78, 14, 0",2026-07-19,"Sitelinks, Video, Related searches",informational,Organic
obfuscator-llvm,45,45,30,28,4.47,https://mcp.directory/skills/llvm-obfuscation,0,0,0.00,0.04,108,"7, 0, 7, 0, 0, 50, 0, 35, 0, 100, 64, 35",2026-07-20,"Sitelinks, Video, Related searches, Discussions and forums, AI overview","informational, navigational",Organic
x mcp,9,9,90,39,0.00,https://mcp.directory/servers/x-twitter,0,0,0.00,0.33,181,"0, 0, 0, 3, 3, 0, 0, 6, 43, 65, 100, 81",2026-07-11,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
things mcp server,25,25,50,26,0.00,https://mcp.directory/blog,0,0,0.00,0.05,132,"0, 66, 100, 9, 9, 33, 19, 9, 9, 9, 9, 9",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
things mcp server,30,30,50,26,0.00,https://mcp.directory/blog,0,0,0.00,0.05,132,"0, 66, 100, 9, 9, 33, 19, 9, 9, 9, 9, 9",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
next js mcp,29,29,90,31,6.88,https://mcp.directory/servers/next-js-documentation,0,0,0.00,0.07,100,"6, 0, 0, 6, 6, 53, 65, 43, 65, 100, 12, 0",2026-06-27,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
next js mcp,41,41,90,31,6.88,https://mcp.directory/skills/nextjs-developer,0,0,0.00,0.07,100,"6, 0, 0, 6, 6, 53, 65, 43, 65, 100, 12, 0",2026-06-27,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
freecad mcp,14,14,140,15,0.00,https://mcp.directory/servers/freecad,0,0,0.00,0.33,87,"53, 28, 5, 28, 43, 5, 53, 5, 28, 28, 43, 66",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
freecad mcp,25,25,140,15,0.00,https://mcp.directory/compare/freecad-vs-sequential-thinking,0,0,0.00,0.33,87,"53, 28, 5, 28, 43, 5, 53, 5, 28, 28, 43, 66",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
freecad mcp,33,33,140,15,0.00,https://mcp.directory/blog/freecad-mcp-complete-guide-2026,0,0,0.00,0.33,87,"53, 28, 5, 28, 43, 5, 53, 5, 28, 28, 43, 66",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
task manager mcp,28,28,70,7,0.00,https://mcp.directory/skills/task-management,0,0,0.00,0.1,134,"5, 35, 100, 53, 5, 5, 5, 5, 5, 5, 5, 5",2026-06-08,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
task manager mcp,44,44,70,7,0.00,https://mcp.directory/blog,0,0,0.00,0.1,134,"5, 35, 100, 53, 5, 5, 5, 5, 5, 5, 5, 5",2026-06-08,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
task manager mcp,52,52,70,7,0.00,https://mcp.directory/blog,0,0,0.00,0.1,134,"5, 35, 100, 53, 5, 5, 5, 5, 5, 5, 5, 5",2026-06-08,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
mindsdb mcp,41,41,50,13,0.00,https://mcp.directory/blog,0,0,0.00,0.33,96,"4, 80, 100, 52, 9, 9, 9, 9, 9, 9, 9, 9",2026-06-17,"Video, Ads top, Ads bottom, Video Carousel, Related searches",informational,Organic
plan with files,20,20,70,8,0.00,https://mcp.directory/skills/pi-planning-with-files,0,0,0.00,0.03,116,"0, 0, 0, 0, 0, 0, 0, 0, 100, 80, 80, 26",2026-07-10,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
apple valid email checker script semrush,62,62,40,30,0.00,https://mcp.directory/skills/apple-mail,0,0,0.00,0,82100,"64, 64, 78, 100, 50, 0, 0, 0, 0, 0, 0, 0",2026-06-27,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
exa docs,41,41,50,30,1.30,https://mcp.directory/skills/get-code-context-exa,0,0,0.00,0.15,101,"28, 57, 71, 71, 100, 100, 71, 71, 100, 71, 71, 100",2026-06-30,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
figma remote mcp,32,32,110,41,0.00,https://mcp.directory/servers/figma,0,0,0.00,0.01,168,"0, 0, 3, 15, 3, 53, 65, 43, 6, 34, 53, 100",2026-06-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","informational, navigational",Organic
mcp google calendar,36,36,40,29,0.00,https://mcp.directory/servers/google-calendar,0,0,0.00,0.01,98,"63, 100, 45, 18, 36, 27, 45, 18, 18, 18, 18, 18",2026-06-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
chatgpt custom mcp,51,51,40,53,165.07,https://mcp.directory/clients/chatgpt,0,0,0.00,0.2,171,"0, 41, 11, 11, 11, 100, 23, 52, 11, 11, 11, 11",2026-07-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
brave seach,16,16,880,54,4.14,https://mcp.directory/servers/brave-search,0,0,0.00,0.33,0,"16, 44, 24, 100, 34, 13, 24, 24, 44, 8, 16, 16",2026-07-06,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
codex playwright mcp,36,36,70,30,191.06,https://mcp.directory/clients/codex,0,0,0.00,0.29,127,"0, 0, 0, 3, 3, 6, 6, 6, 6, 53, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
good day erp,28,28,50,22,5.94,https://mcp.directory/servers/goodday,0,0,0.00,0.65,133,"9, 9, 9, 9, 9, 9, 52, 9, 9, 100, 52, 52",2026-06-24,"Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
openwebui mcp server,32,32,50,18,0.00,https://mcp.directory/skills/open-webui,0,0,0.00,0.02,107,"19, 9, 100, 9, 66, 9, 33, 52, 9, 9, 9, 9",2026-07-08,"Sitelinks, Video, Video Carousel, Related searches","informational, navigational",Organic
zendesk claude integration,32,32,90,15,20.76,https://mcp.directory/skills/zendesk,0,0,0.00,0.6,130,"5, 41, 100",2026-06-22,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
langgraph docs mcp,53,53,40,29,0.00,https://mcp.directory/skills/langgraph-docs,0,0,0.00,0.33,107,"64, 11, 11, 11, 11, 11, 11, 11, 100, 11, 11, 17",2026-07-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
jina ai reader url prefix r.jina.ai/http://,38,38,210,31,0.00,https://mcp.directory/skills/jina-ai,0,0,0.00,0,107,100,2026-07-08,"Video, Video Carousel",informational,Organic
jina ai reader url prefix r.jina.ai/http://,44,44,210,31,0.00,https://mcp.directory/skills/jina-ai,0,0,0.00,0,107,100,2026-07-08,"Video, Video Carousel",informational,Organic
jina ai reader url prefix r.jina.ai/http://,79,79,210,31,0.00,https://mcp.directory/skills/jina-ai,0,0,0.00,0,107,100,2026-07-08,"Video, Video Carousel",informational,Organic
mistral vs claude vs chatgpt,7,7,40,9,0.00,https://mcp.directory/blog/mistral-le-chat-vs-chatgpt-vs-claude-vs-gemini-agent-2026,0,0,0.00,0.07,112,"23, 11, 82, 41, 11, 11, 52, 23, 11, 11, 11, 11",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
mcp web search,34,34,90,22,2.11,https://mcp.directory/skills/web-search,0,0,0.00,0.06,123,"30, 1, 8, 20, 10, 1, 1, 1, 1, 1, 1, 8",2026-06-23,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
hex mcp,25,25,110,22,0.00,https://mcp.directory/servers/hexstrike-ai,0,0,0.00,0.33,131,"5, 5, 5, 5, 5, 5, 28, 28, 35, 43, 66, 100",2026-06-22,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
browser-use/claude-skill,22,22,50,11,0.00,https://mcp.directory/skills/browser-use,0,0,0.00,0.02,127,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-07-05,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
magenta rt,40,40,70,53,0.00,https://mcp.directory/blog/magenta-realtime-2-open-live-music-model-2026,0,0,0.00,0.33,152,"9, 0, 100, 34, 53, 6, 6, 6, 6, 6, 6, 6",2026-06-23,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
n8n-nodes-mcp,40,40,210,32,0.00,https://mcp.directory/blog/n8n-mcp-server-complete-guide-2026,0,0,0.00,0.2,91,"3, 3, 0, 3, 44, 3, 1, 0, 1, 0, 0, 0",2026-07-06,"Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
active directory mcp server,19,19,50,21,0.00,https://mcp.directory/,0,0,0.00,0.13,133,"11, 23, 23, 41, 11, 41, 52, 11, 100, 11, 11, 11",2026-07-05,"Video, Video Carousel, People also ask, Related searches",informational,Organic
active directory mcp server,21,21,50,21,0.00,https://mcp.directory/,0,0,0.00,0.13,133,"11, 23, 23, 41, 11, 41, 52, 11, 100, 11, 11, 11",2026-07-05,"Video, Video Carousel, People also ask, Related searches",informational,Organic
browsermcp,19,19,480,43,6.38,https://mcp.directory/servers/browser,0,0,0.00,0.03,124,"13, 100, 45, 100, 24, 36, 36, 20, 24, 20, 24, 36",2026-07-01,"Reviews, Video, Video Carousel, Related searches",navigational,Organic
claude code puppeteer,30,30,70,23,0.00,https://mcp.directory/servers/puppeteer,0,0,0.00,0.04,103,"4, 80, 100, 100, 9, 9, 9, 9, 9, 80, 9, 9",2026-06-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
atlassian rovo mcp,45,45,110,50,8.20,https://mcp.directory/blog/jira-mcp-complete-guide-2026,0,0,0.00,0.01,103,"4, 4, 4, 4, 4, 4, 35, 29, 22, 43, 66, 100",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
mcp server for jira,34,34,70,57,4.11,https://mcp.directory/servers/atlassian-jira-confluence,0,0,0.00,0.12,103,"29, 41, 52, 100, 11, 11, 11, 11, 11, 11, 100, 11",2026-06-18,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mcp server for jira,39,39,70,57,4.11,https://mcp.directory/servers/jira,0,0,0.00,0.12,103,"29, 41, 52, 100, 11, 11, 11, 11, 11, 11, 100, 11",2026-06-18,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mcp server for jira,51,51,70,57,4.11,https://mcp.directory/servers/atlassian-jira-confluence,0,0,0.00,0.12,103,"29, 41, 52, 100, 11, 11, 11, 11, 11, 11, 100, 11",2026-06-18,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mcp server for jira,65,65,70,57,4.11,https://mcp.directory/servers/confluence-and-jira,0,0,0.00,0.12,103,"29, 41, 52, 100, 11, 11, 11, 11, 11, 11, 100, 11",2026-06-18,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
todoist mcp claude,17,17,90,31,6.58,https://mcp.directory/servers/todoist,0,0,0.00,0.02,88,"5, 5, 35, 5, 5, 5, 35, 10, 17, 17, 100, 43",2026-07-05,"Sitelinks, Reviews, Video, People also ask, Related searches","informational, transactional",Organic
claude code leaderboard,33,33,110,44,0.00,https://mcp.directory/skills/leaderboard,0,0,0.00,0.06,98,"0, 0, 53, 100, 100, 34, 6, 6, 21, 43, 28, 21",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
osr wiki,21,21,140,50,0.00,https://mcp.directory/servers/osrs-wiki,0,0,0.00,0.33,4980000,"34, 34, 100, 53, 53, 34, 34, 53, 34, 34, 53, 53",2026-06-11,"Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
mcp knowledge graph,34,34,70,22,3.54,https://mcp.directory/servers/knowledge-graph-memory,0,0,0.00,0.13,130,"64, 100, 64, 100, 41, 64, 11, 11, 11, 11, 11, 11",2026-06-04,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
polymarket mcp,14,14,140,21,37.79,https://mcp.directory/skills/polymarket-trader,0,0,0.00,0.14,72,"5, 5, 5, 5, 5, 5, 5, 53, 66, 53, 100, 66",2026-07-08,"Video, People also ask, Related searches",informational,Organic
when did mcp come out,88,88,390,67,0.00,https://mcp.directory/blog/mcp-2026-07-28-release-candidate,0,0,0.00,0.33,214,"30, 67, 30, 67, 30, 100, 30, 30, 1, 1, 1, 1",2026-07-06,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
slack mcp server official,51,51,90,40,0.00,https://mcp.directory/servers/slack,0,0,0.00,0.12,91,"28, 12, 12, 28, 12, 12, 12, 12, 43, 100, 12, 12",2026-06-26,"Sitelinks, Reviews, Video, People also ask, Related searches","navigational, transactional",Organic
excel mcp server,35,35,210,32,2.87,https://mcp.directory/servers/excel-file-processor,0,0,0.00,0.03,127,"80, 100, 80, 100, 100, 100, 100, 80, 53, 65, 80, 100",2026-06-04,"Sitelinks, Video, People also ask, Related searches",informational,Organic
excel mcp server,53,53,210,32,2.87,https://mcp.directory/servers/excel,0,0,0.00,0.03,127,"80, 100, 80, 100, 100, 100, 100, 80, 53, 65, 80, 100",2026-06-04,"Sitelinks, Video, People also ask, Related searches",informational,Organic
excel mcp server,68,68,210,32,2.87,https://mcp.directory/servers/excel-file-manipulation,0,0,0.00,0.03,127,"80, 100, 80, 100, 100, 100, 100, 80, 53, 65, 80, 100",2026-06-04,"Sitelinks, Video, People also ask, Related searches",informational,Organic
jina reader,49,49,320,35,4.97,https://mcp.directory/skills/jina-ai,0,0,0.00,0.11,166,"66, 28, 35, 23, 44, 28, 28, 44, 54, 81, 100, 100",2026-06-16,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums",navigational,Organic
all mcp servers,11,11,50,55,3.42,https://mcp.directory/,0,0,0.00,0.36,121,"14, 28, 78, 78, 14, 100, 14, 14, 14, 14, 14, 14",2026-06-30,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
all mcp servers,42,42,50,55,3.42,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.36,121,"14, 28, 78, 78, 14, 100, 14, 14, 14, 14, 14, 14",2026-06-30,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
cline mcp server,29,29,70,28,0.00,https://mcp.directory/clients/cline,0,0,0.00,0.07,103,"43, 43, 35, 23, 23, 17, 12, 10, 7, 5, 12, 5",2026-06-25,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
brave search api key free,25,25,90,25,0.60,https://mcp.directory/servers/brave-search,0,0,0.00,0.18,98,"10, 2, 2, 12, 2, 17, 12, 5, 2, 28, 100, 66",2026-06-28,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches","informational, navigational",Organic
best mcp server for seo,12,12,210,11,0.00,https://mcp.directory/blog/best-seo-mcp-servers-2026,0,0,0.00,0,167,100,2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
best mcp server for seo,46,46,210,11,0.00,https://mcp.directory/servers/se-ranking,0,0,0.00,0,167,100,2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
best mcp server for seo,56,56,210,11,0.00,https://mcp.directory/servers/ai-seo,0,0,0.00,0,167,100,2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
best mcp server for seo,76,76,210,11,0.00,https://mcp.directory/servers/ai-seo,0,0,0.00,0,167,100,2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
opensource mcp servers,51,51,210,15,3.00,https://mcp.directory/categories/developer-tools,0,0,0.00,0.17,128,"80, 80, 80, 100, 80, 80, 80, 53, 53, 53, 100, 65",2026-06-07,"Sitelinks, Video, Ads top, Ads bottom, Related searches, AI overview",commercial,Organic
opensource mcp servers,59,59,210,15,3.00,https://mcp.directory/servers,0,0,0.00,0.17,128,"80, 80, 80, 100, 80, 80, 80, 53, 53, 53, 100, 65",2026-06-07,"Sitelinks, Video, Ads top, Ads bottom, Related searches, AI overview",commercial,Organic
serve claude code as mcp,21,21,260,34,0.00,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0,113,"100, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
node js best practices,62,62,50,29,0.00,https://mcp.directory/skills/nodejs-best-practices,0,0,0.00,0.01,136,"34, 28, 65, 15, 15, 12, 6, 6, 6, 6, 6, 3",2026-07-08,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
gitlab-mcp-server,31,31,30,21,14.47,https://mcp.directory/servers/gitlab,0,0,0.00,0.02,95,"0, 7, 7, 14, 100, 21, 14, 21",2026-06-18,"Reviews, Video, Related searches",informational,Organic
cursor index codebase,24,24,90,39,0.00,https://mcp.directory/skills/cursor-codebase-indexing,0,0,0.00,0.06,152,"13, 8, 6, 36, 3, 3, 2, 2, 3, 2, 3, 1",2026-06-22,"Sitelinks, Video, People also ask, Related searches",informational,Organic
cursor index codebase,40,40,90,39,0.00,https://mcp.directory/blog/claude-cursor-codebase-indexing-skill-guide,0,0,0.00,0.06,152,"13, 8, 6, 36, 3, 3, 2, 2, 3, 2, 3, 1",2026-06-22,"Sitelinks, Video, People also ask, Related searches",informational,Organic
browser-tools mcp,36,36,210,53,0.00,https://mcp.directory/servers/browser,0,0,0.00,0,128,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-22,"Reviews, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
dev tools mcp,12,12,70,65,10.97,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.06,125,"11, 23, 64, 23, 100, 11, 100, 11, 11, 11, 11, 100",2026-05-31,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
cline mcp servers,26,26,140,37,8.87,https://mcp.directory/clients/cline,0,0,0.00,0.07,108,"20, 55, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1",2026-06-21,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
brave search mcp,36,36,590,45,3.61,https://mcp.directory/servers/brave-search,0,0,0.00,0.03,93,"48, 72, 48, 59, 48, 39, 32, 32, 100, 48, 59, 72",2026-07-01,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
browseruse mcp,27,27,50,30,3.57,https://mcp.directory/skills/browser-use,0,0,0.00,0.02,126,"0, 100, 0, 33, 33, 0, 23, 0, 42, 0, 0, 33",2026-06-30,"Video, Video Carousel, Related searches","commercial, informational",Organic
examcp,22,22,170,6,0.00,https://mcp.directory/servers/exa-search,0,0,0.00,0.33,92,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 24",2026-06-14,"Reviews, Video",informational,Organic
brave search free,16,16,30,68,5.91,https://mcp.directory/servers/brave-search,0,0,0.00,0.04,38,"0, 5, 0, 5, 0, 0, 0, 17, 0, 52, 100, 11",2026-07-21,"Sitelinks, Reviews, People also ask, Related searches","navigational, transactional",Organic
mcp server data exploration,17,17,40,12,0.00,https://mcp.directory/categories/analytics-data,0,0,0.00,0.5,125,"64, 52, 64, 11, 11, 11, 11, 11, 11, 11, 11, 11",2026-07-01,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
react doctor,26,26,260,24,5.35,https://mcp.directory/blog/react-doctor-million-2026,0,0,0.00,0.01,112,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 36",2026-06-05,"Video, Video Carousel, People also ask, Related searches",informational,Organic
granola integrations,23,23,50,10,8.98,https://mcp.directory/skills/granola-deploy-integration,0,0,0.00,0.44,130,"11, 11, 11, 11, 23, 11, 11, 5, 23, 41, 82, 100",2026-07-12,"Reviews, Video, Related searches, Discussions and forums",informational,Organic
claude code github best practices,24,24,50,53,0.00,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.07,103,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 29, 4",2026-07-08,"Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
devicescalefactor playwright,45,45,40,,0.00,https://mcp.directory/skills/playwright-browser-automation,0,0,0.00,0.33,116,"52, 11, 11, 23, 23, 11, 0, 100, 11, 0, 11, 11",2026-07-06,"Reviews, Video, Related searches, AI overview",informational,Organic
onedrive mcp server,30,30,50,37,0.00,https://mcp.directory/servers/microsoft-365,0,0,0.00,0.05,108,"5, 5, 11, 100, 100, 52, 29, 11, 11, 11, 11, 11",2026-07-13,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
firefox mcp,18,18,90,13,0.00,https://mcp.directory/categories/browser-automation,0,0,0.00,0.33,103,"12, 12, 6, 6, 6, 6, 6, 6, 6, 53, 100, 65",2026-07-02,"Sitelinks, Reviews, Video, Related searches, AI overview","commercial, informational",Organic
firefox mcp,44,44,90,13,0.00,https://mcp.directory/servers/browser,0,0,0.00,0.33,103,"12, 12, 6, 6, 6, 6, 6, 6, 6, 53, 100, 65",2026-07-02,"Sitelinks, Reviews, Video, Related searches, AI overview","commercial, informational",Organic
newrelic mcp,27,27,110,25,18.82,https://mcp.directory/skills/newrelic,0,0,0.00,0.15,97,"6, 6, 12, 15, 12, 21, 21, 15, 100, 65, 100, 100",2026-07-09,"Sitelinks, Reviews, Ads bottom, Video Carousel, Related searches","navigational, transactional",Organic
logfire mcp,18,18,50,14,6.87,https://mcp.directory/blog,0,0,0.00,0.26,80,"23, 23, 11, 11, 11, 11, 11, 11, 11, 11, 100, 100",2026-07-19,"Sitelinks, Video, Related searches",informational,Organic
brave searhc,15,15,70,67,4.14,https://mcp.directory/servers/brave-search,0,0,0.00,0.33,0,"8, 0, 2, 0, 0, 0, 0, 0, 22, 0, 100, 43",2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle",navigational,Organic
mcp twitter,14,14,110,8,0.00,https://mcp.directory/servers/x-twitter,0,0,0.00,0.33,83,"42, 42, 42, 42, 80, 26, 26, 26, 26, 42, 42, 65",2026-05-31,"Sitelinks, Video, Related searches, AI overview",informational,Organic
mcp windows-mcp: spawn uv enoent,17,17,40,26,0.00,https://mcp.directory/blog/claude-code-mcp-on-windows-native-wsl-2026-complete-fix-guide,0,0,0.00,0.01,107,"0, 0, 0, 0, 0, 3, 3, 3, 0, 43, 100, 0",2026-07-12,"Sitelinks, Reviews, Related searches, AI overview",informational,Organic
21st dev magic,27,27,170,14,7.57,https://mcp.directory/publishers/21st-dev,0,0,0.00,0.08,98,"7, 11, 100, 32, 2, 0, 2, 2, 2, 0, 17, 21",2026-06-25,"Video, Video Carousel, People also ask, Related searches",transactional,Organic
linkedin mcp,68,0,720,35,1.81,https://mcp.directory/servers/linkedin-api,0,0,0.00,0.09,104,"8, 25, 25, 31, 16, 31, 25, 20, 25, 84, 52, 100",2026-07-25,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
blender mcp with claude code,30,30,1300,32,0.00,https://mcp.directory/servers/blender,0,0,0.00,0,99,"100, 0",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
blender mcp with claude code,37,37,1300,32,0.00,https://mcp.directory/servers/blender,0,0,0.00,0,99,"100, 0",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to test mcp server,29,29,90,23,6.42,https://mcp.directory/categories/testing,0,0,0.00,0.24,154,"5, 43, 28, 43, 5, 5, 100, 5, 5, 5, 5, 5",2026-06-22,"Sitelinks, Reviews, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
claude code best practices for agentic coding,32,32,210,29,5.90,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.21,117,"29, 15, 100, 54, 29, 29, 12, 6, 12, 23, 36, 36",2026-06-23,"Sitelinks, Video, Ads top, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
searxng mcp server,30,30,110,18,6.89,https://mcp.directory/servers/searxng-public,0,0,0.00,0.06,87,"2, 2, 2, 2, 100, 2, 5, 5, 9, 2, 2, 19",2026-06-24,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
searxng mcp server,44,44,110,18,6.89,https://mcp.directory/skills/searxng,0,0,0.00,0.06,87,"2, 2, 2, 2, 100, 2, 5, 5, 9, 2, 2, 19",2026-06-24,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
depwiki,49,49,40,44,5.44,https://mcp.directory/servers/deepwiki,0,0,0.00,0.02,104,"100, 81, 81, 81, 63, 0, 0, 0, 0, 0, 0, 0",2026-07-12,"Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
depwiki,50,50,40,44,5.44,https://mcp.directory/servers/deepwiki,0,0,0.00,0.02,104,"100, 81, 81, 81, 63, 0, 0, 0, 0, 0, 0, 0",2026-07-12,"Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
railway mcp server,22,22,40,22,4.54,https://mcp.directory/skills/railway,0,0,0.00,0.32,88,"23, 0, 0, 29, 0, 41, 0, 0, 52, 100, 41, 29",2026-07-12,"Sitelinks, Video, Related searches, Ads middle, AI overview",commercial,Organic
atlassian jira mcp,31,31,50,51,4.54,https://mcp.directory/servers/atlassian-jira-confluence,0,0,0.00,0.05,103,"29, 29, 11, 11, 11, 11, 11, 11, 11, 64, 100, 82",2026-07-08,"Sitelinks, Reviews, Video, Related searches",informational,Organic
atlassian jira mcp,66,66,50,51,4.54,https://mcp.directory/blog/jira-mcp-complete-guide-2026,0,0,0.00,0.05,103,"29, 29, 11, 11, 11, 11, 11, 11, 11, 64, 100, 82",2026-07-08,"Sitelinks, Reviews, Video, Related searches",informational,Organic
moon dev ai agents github,7,7,140,27,0.00,https://mcp.directory/skills/moon-dev-trading-agents,0,0,0.00,0.02,105,"0, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 9",2026-06-16,"Sitelinks, Video, Video Carousel, Related searches","informational, navigational",Organic
computer commander,41,41,480,49,0.00,https://mcp.directory/servers/desktop-commander,0,0,0.00,0.33,187,"45, 45, 30, 30, 45, 55, 55, 0, 36, 45, 36, 45",2026-06-20,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
