Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
etcvq2rednqix9i6v5lxvd 08-01-create-integration figma,96,96,50,51,0.00,https://skillsmp.com/creators/pelchers/sessionsaver/codex-skills-integrating-figma,0,0,0.00,0,318,"100, 28",2026-07-02,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skill seekers,63,63,210,4,0.00,https://skillsmp.com/,0,0,0.00,0.33,117,"0, 0, 2, 2, 2, 59, 100, 2, 11, 26, 21, 14",2026-07-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skill seekers,65,65,210,4,0.00,https://skillsmp.com/,0,0,0.00,0.33,117,"0, 0, 2, 2, 2, 59, 100, 2, 11, 26, 21, 14",2026-07-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
claude skills directory,32,32,210,34,17.87,https://skillsmp.com/,0,0,0.00,0.02,106,"0, 0, 0, 0, 0, 0, 7, 11, 17, 100, 48, 72",2026-06-18,"Sitelinks, Reviews, Video, Related searches",informational,Organic
codex skill.,41,41,50,35,157.11,https://skillsmp.com/,0,0,0.00,0.28,101,"0, 0, 0, 0, 0, 0, 4, 42, 100, 100, 0, 0",2026-07-05,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
skills.md file,52,52,170,55,9.70,https://skillsmp.com/,0,0,0.00,0.05,100,"3, 100, 43",2026-06-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
github anthropic skills,28,28,320,27,0.00,https://skillsmp.com/creators/anthropics,0,0,0.00,0.33,109,"0, 0, 0, 0, 0, 30, 1, 16, 30, 36, 100, 45",2026-07-02,"Sitelinks, Video, Related searches","navigational, transactional",Organic
skill anthropic,62,62,90,59,0.00,https://skillsmp.com/,0,0,0.00,0.01,130,"0, 0, 0, 0, 0, 6, 6, 12, 65, 53, 100, 53",2026-06-27,"Knowledge panel, Reviews, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
anthropic agent sdk skills,75,75,140,22,0.00,https://skillsmp.com/,0,0,0.00,0.01,102,"100, 0, 0, 2, 2, 2",2026-06-20,"Sitelinks, Reviews, Video, Related searches",informational,Organic
agent skills claude code,63,63,30,70,5.96,https://skillsmp.com/,0,0,0.00,0.11,106,"0, 0, 0, 0, 0, 11, 17, 17, 100, 29, 23, 11",2026-07-20,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
the open agent skills ecosystem,94,94,40,,4.73,https://skillsmp.com/,0,0,0.00,0.53,163,"0, 0, 0, 0, 0, 0, 0, 0, 100, 14, 100, 23",2026-07-12,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
skills api,76,76,50,34,7.09,https://skillsmp.com/,0,0,0.00,0.05,120,"9, 18, 18, 63, 27, 18, 63, 63, 63, 63, 100, 18",2026-06-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
anthropic skills repo,18,18,90,35,19.58,https://skillsmp.com/,0,0,0.00,0.33,99,"0, 0, 0, 0, 0, 0, 1, 8, 6, 100, 44, 35",2026-06-22,"Sitelinks, Reviews, Video Carousel, Related searches, Discussions and forums","informational, navigational",Organic
npx skill,66,66,50,36,0.00,https://skillsmp.com/,0,0,0.00,0.01,124,"0, 0, 0, 0, 0, 0, 0, 0, 23, 100, 80, 66",2026-07-18,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
claude-code-best-practice github,42,42,70,51,12.31,https://skillsmp.com/ko/creators/shanraisshan/claude-code-best-practice,0,0,0.00,0.05,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 82, 100",2026-07-26,"Sitelinks, Video, Related searches, Discussions and forums","commercial, navigational",Organic
chem comp,81,81,110,34,4.84,https://skillsmp.com/categories/computational-chemistry,0,0,0.00,0.09,135,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-06-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
platform skills,21,21,40,16,0.00,https://skillsmp.com/,0,0,0.00,0.01,121,"22, 22, 77, 100, 33, 22, 22, 77, 77, 22, 22, 22",2026-06-30,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ase calculator,56,56,50,5,0.00,https://skillsmp.com/creators/jinzhezenggroup/computational-chemistry-agent-skills/atomistic-workflows-ase-ase-calculators,0,0,0.00,0.33,105,"64, 78, 64, 35, 35, 50, 14, 14, 14, 14, 14, 14",2026-07-02,"Reviews, Video, Related searches",informational,Organic
skill .mdskill,46,46,90,27,0.00,https://skillsmp.com/,0,0,0.00,0,120,100,2026-07-25,"Sitelinks, Reviews, Video, Video Carousel, AI overview",informational,Organic
nividia api,44,44,390,50,0.00,https://skillsmp.com/skills/rish2jain-paperresearchagent-claude-skills-nvidia-api-skill-md,0,0,0.00,0,0,"100, 0, 0, 0, 0, 0, 1",2026-06-16,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
skills in literature,85,85,90,22,0.00,https://skillsmp.com/categories/literature-writing,0,0,0.00,0.33,136,"34, 34, 26, 19, 34, 26, 53, 34, 42, 42, 42, 65",2026-06-08,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
claude skill hub,33,33,50,,10.14,https://skillsmp.com/,0,0,0.00,0.12,94,"0, 0, 0, 0, 0, 0, 82, 11, 11, 11, 100, 100",2026-07-20,"Sitelinks, Video, Related searches",informational,Organic
shadcn v4,67,67,50,50,0.00,https://skillsmp.com/creators/blockmatic/basilic/cursor-skills-shadcn-v3,0,0,0.00,0.33,172,"9, 100, 9, 9, 9, 9, 9, 9, 9, 9, 80, 9",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
shadcn v4,70,70,50,50,0.00,https://skillsmp.com/creators/blockmatic/basilic/cursor-skills-shadcn-v3,0,0,0.00,0.33,172,"9, 100, 9, 9, 9, 9, 9, 9, 9, 9, 80, 9",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
skill read,74,74,170,36,0.00,https://skillsmp.com/,0,0,0.00,0.03,131,"1, 10, 100, 20, 1, 1, 10, 1, 1, 1, 1, 1",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
agentskill,63,63,110,40,7.79,https://skillsmp.com/,0,0,0.00,0.05,127,"0, 28, 34, 12, 6, 6, 6, 21, 53, 100, 65, 65",2026-07-09,"Sitelinks, Video, Related searches","informational, navigational",Organic
skills. md,48,48,260,48,12.03,https://skillsmp.com/,0,0,0.00,0.04,125,"0, 0, 100",2026-06-05,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
skills. md,56,56,260,48,12.03,https://skillsmp.com/,0,0,0.00,0.04,125,"0, 0, 100",2026-06-05,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
trading view mcp,45,45,320,25,6.48,https://skillsmp.com/creators/piriya33/antigravity-skills/trading-stack-use-tradingview-mcp,0,0,0.00,0.02,96,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 8, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
manus skills,40,40,140,23,5.10,https://skillsmp.com/,0,0,0.00,0.08,99,"0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 67, 100",2026-06-13,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
skill web,66,66,140,28,2.06,https://skillsmp.com/,0,0,0.00,0.1,110,"26, 26, 42, 42, 53, 42, 53, 53, 65, 53, 53, 65",2026-07-23,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
agent skills directory,68,68,50,48,3.34,https://skillsmp.com/,0,0,0.00,0.04,129,"0, 0, 0, 0, 0, 0, 0, 9, 80, 66, 80, 100",2026-07-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
mit orcd engaging,27,27,210,29,0.00,https://skillsmp.com/skills/mcox3406-claude-comp-chem-skills-engaging-skill-md,0,0,0.00,0.33,106,"0, 0, 0, 0, 0, 72, 21, 100, 21, 21, 21, 2",2026-06-09,Related searches,navigational,Organic
skilsmp,3,3,590,19,0.00,https://skillsmp.com/,0,0,0.00,0.33,103,"0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 1",2026-07-26,"Sitelinks, Video, Related searches, AI overview",informational,AI overview
anthropics skills github,24,24,70,49,0.00,https://skillsmp.com/creators/anthropics,0,0,0.00,0.01,108,"0, 0, 0, 0, 0, 5, 5, 5, 100, 5, 28, 28",2026-07-07,"Sitelinks, People also ask, Related searches","navigational, transactional",Organic
cloudflare claude,54,54,70,50,6.34,https://skillsmp.com/creators/housegarofalo/claude-code-base/claude-skills-cloudflare,0,0,0.00,0.14,103,"6, 81, 43, 6, 6, 6, 100, 6, 6, 6, 6, 6",2026-06-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
impeccable skill,86,86,140,10,0.00,https://skillsmp.com/,0,0,0.00,0.33,107,"0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48, 100",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
datadog cli,53,53,320,23,10.52,https://skillsmp.com/skills/leonardocouy-cc-datadog-skills-datadog-cli-skill-md,0,0,0.00,0.02,106,"14, 11, 11, 17, 14, 21, 21, 17, 21, 39, 59, 100",2026-06-23,"Sitelinks, Video",informational,Organic
skillks,65,65,110,63,1.13,https://skillsmp.com/,0,0,0.00,0.02,131,"0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0",2026-06-16,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skillkit,97,97,70,13,0.00,https://skillsmp.com/,0,0,0.00,0.01,129,"0, 0, 0, 0, 0, 0, 3, 1, 3, 100, 11, 11",2026-07-04,"Sitelinks, Video, Related searches",informational,Organic
vllm ssh key,44,44,170,11,0.00,https://skillsmp.com/skills/zkkython-vllm-skills-skills-vllm-setup-skill-md,0,0,0.00,0,66,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-14,"Video, Related searches",informational,Organic
skillject,64,64,90,,0.00,https://skillsmp.com/,0,0,0.00,0.33,134,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 15, 15",2026-07-25,"Video, Related searches",informational,Organic
skill agent,16,16,210,53,0.00,https://skillsmp.com/,0,0,0.00,0.01,122,"1, 1, 1, 1, 1, 1, 1, 1, 7, 100, 11, 7",2026-07-18,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
skill agent,67,67,210,53,0.00,https://skillsmp.com/,0,0,0.00,0.01,122,"1, 1, 1, 1, 1, 1, 1, 1, 7, 100, 11, 7",2026-07-18,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
npm skills,54,54,170,29,18.69,https://skillsmp.com/,0,0,0.00,0.01,100,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 16, 36",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, navigational",Organic
lefthook,49,49,1000,36,3.14,https://skillsmp.com/creators/terminalskills/skills/skills-lefthook,0,0,0.00,0.33,108,"62, 45, 62, 100, 62, 45, 62, 62, 81, 81, 100, 62",2026-06-28,"People also ask, Related searches, AI overview",informational,Organic
anthropics/skills,57,57,1000,42,14.82,https://skillsmp.com/,0,0,0.00,0.02,119,"0, 0, 0, 0, 0, 0, 2, 1, 4, 100, 44, 66",2026-06-18,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
tradingview mcp server,46,46,110,25,5.48,https://skillsmp.com/creators/piriya33/antigravity-skills/trading-stack-use-tradingview-mcp,0,0,0.00,0.05,90,"6, 9, 2, 2, 2, 2, 2, 2, 2, 2, 54, 100",2026-06-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
claude code ppt,41,41,40,,9.54,https://skillsmp.com/creators/carlvellotti/claude-code-pm-course/course-materials-claude-skills-pptx,0,0,0.00,0.12,100,"0, 0, 11, 11, 11, 11, 11, 11, 17, 23, 82, 100",2026-07-20,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
databricks ai parse document,52,52,70,25,9.17,https://skillsmp.com/de/creators/leary-poken/ai-dev-kit/databricks-skills-databricks-ai-functions,0,0,0.00,0.08,108,"0, 0, 52, 82, 11, 11, 100, 82, 64, 11, 11, 64",2026-06-27,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","informational, navigational",Organic
gemini live api,58,58,1000,50,4.90,https://skillsmp.com/creators/google-gemini/gemini-skills/skills-gemini-live-api-dev,0,0,0.00,0.04,109,"62, 55, 45, 45, 55, 81, 62, 81, 100, 81, 81, 55",2026-06-30,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
marsidev/react-turnstile,57,57,390,16,0.00,https://skillsmp.com/creators/marsidev,0,0,0.00,0.33,104,"14, 14, 59, 14, 100, 14, 72, 100, 14, 26, 14, 14",2026-07-03,Related searches,informational,Organic
skill claude,66,66,260,,9.81,https://skillsmp.com/,0,0,0.00,0.08,136,"3, 0, 0, 3, 0, 7, 4, 21, 26, 48, 100, 100",2026-07-03,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
skill co,54,54,90,28,6.23,https://skillsmp.com/,0,0,0.00,0.02,101,"50, 78, 50, 50, 64, 100, 78, 50, 50, 64, 78, 100",2026-07-04,"Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
skill co,67,67,90,28,6.23,https://skillsmp.com/,0,0,0.00,0.02,101,"50, 78, 50, 50, 64, 100, 78, 50, 50, 64, 78, 100",2026-07-04,"Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
claude skils,71,71,720,87,9.41,https://skillsmp.com/,0,0,0.00,0.04,133,"13, 8, 10, 20, 36, 100",2026-06-25,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
skills . md,53,53,70,,8.81,https://skillsmp.com/,0,0,0.00,0.01,125,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-06-27,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
skills. sh,67,67,590,24,7.20,https://skillsmp.com/,0,0,0.00,0.01,120,"0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 66, 100",2026-06-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
skillsclone com,74,74,40,16,0.00,https://skillsmp.com/,0,0,0.00,0.33,80,"0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0",2026-06-20,"Reviews, AI overview",informational,Organic
cursor skills marketplace,47,47,110,,0.00,https://skillsmp.com/,0,0,0.00,0.02,99,"0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100, 36",2026-06-19,"Video, Video Carousel, Related searches","navigational, transactional",Organic
cursor skills marketplace,53,53,110,,0.00,https://skillsmp.com/,0,0,0.00,0.02,99,"0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100, 36",2026-06-19,"Video, Video Carousel, Related searches","navigational, transactional",Organic
skillcode,95,95,70,36,5.14,https://skillsmp.com/,0,0,0.00,0.02,135,"64, 7, 14, 14, 100, 78, 64, 64, 7, 14, 78, 7",2026-06-20,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
day.js,51,51,1900,41,0.00,https://skillsmp.com/creators/fyndx/coinx/skills-dayjs,0,0,0.00,0.33,143,"66, 44, 53, 81, 53, 29, 13, 24, 66, 16, 10, 8",2026-07-01,"Reviews, Video, AI overview",informational,Organic
skill site,60,60,90,74,2.06,https://skillsmp.com/,0,0,0.00,0.1,133,"42, 23, 33, 42, 42, 42, 52, 42, 52, 52, 52, 52",2026-07-23,"Video, Video Carousel, Related searches, AI overview",informational,Organic
anthropics skills,66,66,260,26,14.82,https://skillsmp.com/,0,0,0.00,0.02,0,"0, 0, 0, 0, 0, 0, 3, 13, 5, 76, 55, 100",2026-06-15,"Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
databricks zerobus,59,59,170,29,17.36,https://skillsmp.com/creators/databricks-solutions/ai-dev-kit/databricks-skills-databricks-zerobus-ingest,0,0,0.00,0.07,106,"0, 28, 28, 43, 28, 35, 66, 35, 53, 100, 82, 66",2026-06-30,"Reviews, Video, Ads top, Video Carousel, Related searches, Discussions and forums",informational,Organic
gith],81,81,1300,44,0.00,https://skillsmp.com/creators/ghaith,0,0,0.00,0.33,124,"0, 43, 100, 0, 0, 29, 29, 54, 43, 0, 13, 22",2026-06-28,"Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
skill.md anthropic openai shells examples,88,88,210,65,0.00,https://skillsmp.com/,0,0,0.00,0,1400000,"0, 100",2026-06-09,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
anthropics github,24,24,70,40,0.00,https://skillsmp.com/creators/anthropics,0,0,0.00,0.01,127,"100, 11, 11, 41, 23, 11, 11, 11, 11, 11, 64, 100",2026-06-21,"Sitelinks, Video, Related searches","navigational, transactional",Organic
turso cli,55,55,50,28,0.00,https://skillsmp.com/es/creators/composiohq/awesome-agent-clis/turso-cli,0,0,0.00,0.01,108,"9, 9, 19, 9, 9, 9, 9, 9, 9, 100, 100, 9",2026-07-11,"Video, Video Carousel, Related searches, AI overview","informational, navigational",Organic
claude code skils,51,51,390,68,0.00,https://skillsmp.com/,0,0,0.00,0,105,"2, 2, 3, 8, 7, 100",2026-06-03,"Sitelinks, Video, Related searches",informational,Organic
claude skills md,61,61,90,45,11.59,https://skillsmp.com/,0,0,0.00,0.04,130,"0, 0, 0, 0, 0, 2, 2, 35, 28, 43, 100, 66",2026-06-27,"Sitelinks, Video, Related searches, AI overview",navigational,Organic
claude skills md,69,69,90,45,11.59,https://skillsmp.com/,0,0,0.00,0.04,130,"0, 0, 0, 0, 0, 2, 2, 35, 28, 43, 100, 66",2026-06-27,"Sitelinks, Video, Related searches, AI overview",navigational,Organic
find skills,49,49,390,3,6.64,https://skillsmp.com/,0,0,0.00,0.01,107,"1, 1, 1, 1, 3, 5, 5, 1, 20, 100, 100, 76",2026-07-03,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
skills jar,54,54,50,36,10.21,https://skillsmp.com/,0,0,0.00,0.24,131,"0, 0, 0, 64, 100, 100, 52, 0, 0, 41, 11, 0",2026-07-13,"Sitelinks, Reviews, Video, Ads bottom, Related searches",navigational,Organic
claude skills folder,58,58,50,31,7.86,https://skillsmp.com/,0,0,0.00,0.04,101,"0, 0, 0, 0, 0, 9, 9, 9, 33, 80, 100, 52",2026-07-12,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
claude-code skill,50,50,70,38,10.87,https://skillsmp.com/,0,0,0.00,0.05,106,"0, 0, 0, 0, 0, 0, 66, 80, 100, 0, 52, 80",2026-06-11,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
skill4agent,29,29,170,14,0.00,https://skillsmp.com/,0,0,0.00,0.06,862,"1, 1, 1, 0, 0, 1, 5, 4, 23, 100, 100, 0",2026-06-12,"Reviews, Video, Video Carousel, Related searches",informational,Organic
skills anthropic,76,76,320,44,0.00,https://skillsmp.com/,0,0,0.00,0.01,106,"0, 0, 0, 0, 0, 29, 23, 44, 67, 100, 100, 54",2026-07-08,"Sitelinks, Video, Related searches, AI overview",informational,Organic
claude skill md,48,48,50,42,11.80,https://skillsmp.com/,0,0,0.00,0.06,110,"0, 0, 0, 0, 0, 5, 5, 5, 100, 100, 100, 23",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
deeix,55,55,40,22,0.00,https://skillsmp.com/creators/deeix-ai,0,0,0.00,0.05,6780,"52, 29, 29, 29, 29, 23, 23, 11, 11, 11, 11, 11",2026-06-26,"Instant answer, Knowledge panel, Image pack, Video, Related searches",informational,Organic
deeix,62,62,40,22,0.00,https://skillsmp.com/creators/deeix-ai,0,0,0.00,0.05,6780,"52, 29, 29, 29, 29, 23, 23, 11, 11, 11, 11, 11",2026-06-26,"Instant answer, Knowledge panel, Image pack, Video, Related searches",informational,Organic
beanie odm,50,50,50,30,0.00,https://skillsmp.com/es/skills/markus41-claude-plugins-fastapi-backend-skills-beanie-odm-skill-md,0,0,0.00,0.33,164,"4, 4, 4, 4, 4, 4, 4, 4, 100, 4, 4, 4",2026-06-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",navigational,Organic
llm skill,68,68,90,41,5.63,https://skillsmp.com/,0,0,0.00,0.02,122,"0, 2, 0, 0, 0, 0, 0, 4, 14, 14, 100, 66",2026-06-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
claude skills repo,20,20,480,58,10.97,https://skillsmp.com/,0,0,0.00,0.03,106,"0, 0, 0, 0, 0, 8, 11, 8, 37, 52, 100, 52",2026-07-09,"Video, Related searches","commercial, informational",Organic
skills website,74,74,110,81,2.40,https://skillsmp.com/,0,0,0.00,0.13,131,"23, 14, 19, 33, 42, 33, 52, 52, 52, 100, 80, 66",2026-06-16,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
lenny-skills,61,61,50,21,0.00,https://skillsmp.com/creators/yrzhe/claude-skills/plugins-lenny-advisor-skills-lenny-advisor,0,0,0.00,0.33,136,"4, 0, 0, 0, 0, 0, 4, 14, 80, 100, 52, 0",2026-07-09,"Video, People also ask, Related searches",commercial,Organic
skill-codex,70,70,50,45,199.33,https://skillsmp.com/,0,0,0.00,0.27,126,"0, 0, 0, 0, 0, 0, 6, 6, 28, 6, 100, 34",2026-07-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
dbt claude skills,66,66,70,30,0.00,https://skillsmp.com/,0,0,0.00,0,111,"44, 77, 100",2026-07-08,"Sitelinks, Video, People also ask, Related searches",informational,Organic
skillsjar,42,42,90,43,10.21,https://skillsmp.com/,0,0,0.00,0.24,0,"0, 0, 2, 8, 0, 2, 0, 4, 0, 0, 100, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
ttps://moltbook.com/skill.md,86,86,40,42,0.00,https://skillsmp.com/,0,0,0.00,0,168,"0, 0, 0, 0, 0, 0, 0, 0, 100, 53, 0, 0",2026-07-19,"Sitelinks, Video","informational, navigational",Organic
codex skill installer,54,54,90,40,320.79,https://skillsmp.com/,0,0,0.00,0.33,96,"0, 0, 0, 0, 0, 0, 0, 4, 100, 43, 35, 22",2026-06-27,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
skill-installer,50,50,110,30,0.00,https://skillsmp.com/,0,0,0.00,0.01,123,"9, 0, 0, 0, 0, 1, 0, 1, 100, 15, 36, 15",2026-06-26,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
engaging mit,28,28,260,27,0.00,https://skillsmp.com/creators/mcox3406/claude-comp-chem-skills/engaging,0,0,0.00,0.33,107,"44, 44, 35, 35, 35, 54, 66, 100, 35, 28, 44, 44",2026-06-23,"Sitelinks, Video, Related searches","navigational, transactional",Organic
skill manager,92,92,50,28,1.11,https://skillsmp.com/,0,0,0.00,0.08,158,"0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 100, 3",2026-07-06,"Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
