Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"mcp,need,prague,saas,server",does my saas need an mcp server prague,,10,1.00,,0.00,0.00,,
"mcp,postman,server",does postman have an mcp server,,10,"0.50,1.00",,0.00,0.33,,
"mcp,salesforce,server",does salesforce have mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"mcp,server,snowflake",does snowflake have an mcp server,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"mcp,server,spotify",does spotify have an mcp server,,10,"1.00,0.00",,0.00,0.00,,
"mcp,server,zendesk",does zendesk have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.60,1.00",,15.11,0.20,,
"mcp,server,zoho",does zoho have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28",,0.00,0.05,,
"can,create,mcp,server",how can i create an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22",,4.39,0.30,,
"build,mcp,server",how do i build my own mcp server,,10,1.00,,0.00,0.00,,
"create,mcp,server",how do i create a mcp server,,10,"0.00,0.00,0.00,1.00",,3.05,0.41,,
"create,mcp,server",how do you create an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.60,0.80,1.00,0.40",,4.63,0.40,,
"apify,claude,code,mcp,server,work",how does apify mcp server work for claude code,,10,1.00,,0.00,0.00,,
"api,difference,mcp,server",how is mcp server different from api,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.07,,
"build,long,mcp,server,take",how long does it take to build an mcp server,,10,1.00,,0.00,0.00,,
"add,mcp,server,vscode",how to add a mcp server in vscode,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"add,claude,mcp,server",how to add an mcp server to claude,,10,"0.50,0.50,0.00,0.00,1.00,1.00,1.00",,0.00,0.12,,
"add,cursor,mcp,server",how to add an mcp server to cursor,,10,"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00",,0.00,0.11,,
"add,ai,custom,manus,mcp,server",how to add custom mcp server to manus ai,,10,1.00,,0.00,0.00,,
"add,custom,mcp,server,vscode",how to add custom mcp server to vscode,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"add,claude,desktop,local,mcp,server",how to add local mcp server to claude desktop,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
"add,local,mcp,server,vscode",how to add local mcp server to vscode,,10,"0.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
"add,claude,code,mcp,server",how to add mcp server claude code,,10,"0.00,0.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.12,,
"add,claude,desktop,mcp,server",how to add mcp server claude desktop,,10,"1.00,0.50,0.00,0.00,0.00,0.00,0.50",,0.00,0.00,,
"add,claude,mcp,server",how to add mcp server in claude,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"add,antigravity,mcp,server",how to add mcp server to antigravity,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.33,0.33,0.66,0.66",,0.00,0.33,,
"add,ai,manus,mcp,server",how to add mcp server to manus ai,,10,1.00,,0.00,0.00,,
"add,mcp,openclaw,server",how to add mcp server to openclaw,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,0.28",,0.00,0.05,,
"add,copilot,github,mcp,server,vscode",how to add mcp server to vscode github copilot,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"add,claude,desktop,mcp,remote,server",how to add remote mcp server to claude desktop,,10,"0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.01,,
"authentication,mcp,server",how to authenticate mcp server,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,6.39,0.48,,
"automation,mcp,server,workflow",how to automate workflows with an mcp server,,10,1.00,,0.00,0.00,,
"automation,mcp,server,workflow",how to automate workflows with mcp server,,10,1.00,,0.00,0.00,,
"build,mcp,scratch,server",how to build a mcp server from scratch,,10,"0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00",,2.39,0.56,,
"api,build,executive,mcp,server",how to build mcp server that executes apis,,10,"1.00,0.00",,0.00,0.00,,
"base,build,mcp,oauth,server",how to build oauth based mcp server,,10,1.00,,0.00,0.00,,
"build,codex,mcp,server",how to build your own mcp server for codex,,10,1.00,,0.00,0.00,,
"atlassian,configuration,mcp,server",how to configure atlassian mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.08,,
"claude,configuration,mcp,server",how to configure mcp server in claude,,10,"0.00,0.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
"claude,code,connect,mcp,server",how to connect claude code to mcp server,,10,"1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.16,,
"claude,code,connect,mcp,server",how to connect mcp server to claude code,,10,"0.00,0.00,0.00,0.00,0.25,1.00,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.31,,
"connect,copilot,github,mcp,server",how to connect mcp server to github copilot,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"connect,jira,mcp,server",how to connect to jira mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,1.00",,0.00,0.05,,
"connect,mcp,server,vscode",how to connect to mcp server from vscode,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"debug,mcp,server,vscode",how to debug mcp server in vscode,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
"deployment,mcp,server",how to deploy mcp server,,10,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00",,4.34,0.34,,
"agent,enable,mcp,server,zero",how to enable agent zero mcp server,,10,1.00,,0.00,0.00,,
"development,evaluation,mcp,partner,prague,server",how to evaluate an mcp server development partner prague,,10,1.00,,0.00,0.00,,
"analytics,get,google,mcp,server,start",how to get started with google analytics mcp server,,10,1.00,,0.00,0.00,,
"get,han,mcp,server,start",how to get started with hana mcp server,,10,"1.00,0.20,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"get,hubspot,mcp,server,start",how to get started with hubspot mcp server,,10,1.00,,0.00,0.00,,
"get,mcp,server,shopify,start",how to get started with shopify mcp server,,10,1.00,,0.00,0.00,,
"atlassian,install,mcp,server,vscode",how to install atlassian mcp server in vscode,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
"github,install,mcp,server",how to install github mcp server,,10,"0.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"github,install,mcp,server,vscode",how to install github mcp server in vscode,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"claude,code,install,mcp,server",how to install mcp server claude code,,10,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.09,,
"claude,code,install,mcp,server",how to install mcp server in claude code,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.50,1.00",,0.00,0.07,,
"claude,desktop,install,mcp,server",how to install mcp server in claude desktop,,10,"0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"install,mcp,playwright,server",how to install playwright mcp server,,10,"0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.00,0.50,1.00,1.00,1.00",,0.00,0.03,,
"code,install,mcp,playwright,server,vs",how to install playwright mcp server in vs code,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"copilot,integration,mcp,server",how to integrate mcp server with copilot,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"integration,mcp,server,vscode",how to integrate mcp server with vscode,,10,"0.00,0.00,1.00,1.00",,0.00,0.33,,
"claude,code,mcp,remove,server",how to remove an mcp server from claude code,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"mcp,remove,server,vscode",how to remove mcp server from vscode,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"api,hostinger,mcp,run,server",how to run hostinger api mcp server,,10,"0.00,0.40,0.00,0.20,1.00,0.20,0.00,0.20,0.00",,0.00,0.00,,
"mcp,security,server",how to secure an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,9.66,0.74,,
"github,mcp,server,set",how to set up github mcp server,,10,"0.50,0.00,1.00,1.00",,0.00,0.02,,
"cursor,mcp,server,set",how to set up mcp server in cursor,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
"mcp,monitor,server,set",how to set up monitoring for mcp server,,10,1.00,,0.00,0.00,,
"local,mcp,server,setup",how to setup a local mcp server,,10,"0.00,1.00,1.00",,0.00,0.08,,
"atlassian,mcp,server,setup",how to setup atlassian mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.22",,0.00,0.02,,
"jira,mcp,server,setup",how to setup jira mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.05,,
"claude,code,mcp,server,setup",how to setup mcp server claude code,,10,"1.00,0.00,1.00",,0.00,0.00,,
"claude,code,mcp,server,setup",how to setup mcp server in claude code,,10,"0.00,0.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,9.22,0.19,,
"intellij,mcp,server,setup",how to setup mcp server in intellij,,10,"0.00,1.00",,0.00,0.33,,
"claude,mcp,server,setup,splunk,use",how to setup splunk mcp server to use from claude,,10,1.00,,0.00,0.00,,
"crypto,mcp,server,trade",how to trade crypto with an mcp server,,10,1.00,,0.00,0.00,,
"mcp,options,server,trade",how to trade options with an mcp server,,10,"1.00,0.50,0.50,0.50",,0.00,0.00,,
"mcp,server,stock,trade",how to trade stocks with an mcp server,,10,1.00,,0.00,0.00,,
"claude,code,mcp,server,use",how to use an mcp server in claude code,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18",,0.00,0.06,,
"mcp,server,use,vscode",how to use an mcp server in vscode,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
"atlassian,mcp,server,use",how to use atlassian mcp server,,10,"0.00,0.00,1.00,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.50",,0.00,0.03,,
"atlassian,cursor,mcp,server,use",how to use atlassian mcp server in cursor,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.50",,0.00,0.33,,
"figma,mcp,server,use,vscode",how to use figma mcp server in vscode,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"claude,code,figma,mcp,server,use",how to use figma mcp server with claude code,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
"filesystem,mcp,server,use",how to use filesystem mcp server,,10,"0.00,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.50,0.00,1.00",,0.00,0.33,,
"gitlab,mcp,server,use",how to use gitlab mcp server,,10,"0.50,1.00",,0.00,0.02,,
"grafana,mcp,server,use",how to use grafana mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50",,0.00,0.33,,
"local,mcp,server,use",how to use local mcp server,,10,1.00,,0.00,0.00,,
"api,example,exist,mcp,server,swagger,use",how to use mcp server for existing swagger api example,,10,"1.00,0.00",,0.00,0.00,,
"claude,code,mcp,server,use",how to use mcp server in claude code,,10,"0.00,0.00,0.50,0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
"copilot,github,mcp,server,use",how to use mcp server in github copilot,,10,"0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,roblox,server,use",how to use mcp server with roblox,,10,"1.00,0.00",,0.00,0.00,,
"highlevel,mcp,server,use",how to use the highlevel mcp server,,10,1.00,,0.00,0.00,,
"agent,mcp,server",is an mcp server an agent,,10,"0.00,0.00,0.00,0.50,1.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00",,0.00,0.01,,
"api,mcp,server",is an mcp server an api,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"api,just,mcp,server",is an mcp server just an api,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,1.00",,0.00,0.01,,
"confluence,mcp,server",is there a confluence mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22",,0.00,0.05,,
"mcp,server,slack",is there a slack mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50",,0.00,0.05,,
"jira,mcp,server",is there an mcp server for jira,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
"mcp,server",qué es un mcp server,,10,"0.00,1.00",,0.00,0.86,,
"ein,ist,mcp,server",was ist ein mcp-server,,10,"1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.00",,0.00,0.18,,
"mcp,server",what are mcp server,,10,"0.50,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,1.50,0.16,,
"can,mcp,server",what can an mcp server do,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50",,0.96,0.24,,
"github,mcp,server",what does github mcp server do,,10,"0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.50,1.00,1.00,1.00",,0.00,0.01,,
"mcp,server,stand",what does mcp stand for in mcp server,,10,"0.00,1.00,1.00",,0.00,0.01,,
"mcp,playwright,server",what does playwright mcp server do,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50",,0.00,0.01,,
"claude,mcp,server",what is a claude mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.00,0.28",,2.12,0.09,,
"local,mcp,server",what is a local mcp server,,10,"0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.50,0.25,0.75,1.00",,1.35,0.08,,
"mcp,server,work",what is a mcp server and how does it work,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,1.70,0.47,,
"mcp,server,static",what is a static mcp server,,10,"1.00,0.00,0.00,0.00",,0.00,0.00,,
"agent,ai,mcp,server",what is ai agent and mcp server,,10,1.00,,0.00,0.00,,
"build,mcp,one,server",what is an mcp server and how to build one,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,3.04,0.66,,
"mcp,server,simple,term",what is an mcp server in simple terms,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
"dbt,mcp,server",what is dbt mcp server,,10,1.00,,0.00,0.00,,
"gitlab,mcp,server",what is gitlab mcp server,,10,"1.00,0.00",,0.00,0.00,,
"hubspot,mcp,server",what is hubspot mcp server,,10,"0.00,1.00",,0.00,0.00,,
"jira,mcp,server",what is jira mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.02,,
"anthropic,mcp,server",what is mcp server anthropic,,10,1.00,,0.00,0.00,,
"claude,mcp,server",what is mcp server claude,,10,"0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.12,,
"agent,ai,mcp,server",what is mcp server in ai agents,,10,"0.00,1.00,1.00",,0.00,0.00,,
"ai,mcp,server,work",what is mcp server in ai and how it works,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,1.00,0.66",,2.48,0.52,,
"ai,context,llm,mcp,server",what is mcp server in ai or llm context,,10,"0.00,1.00,0.50,0.00,0.00",,0.00,0.00,,
"ai,mcp,server,workflow",what is mcp server in ai workflows,,10,1.00,,0.00,0.00,,
"agent,ai,context,mcp,server",what is mcp server in context of ai agents,,10,"0.00,1.00,1.00",,0.00,0.00,,
"api,context,conversion,mcp,rest,server",what is mcp server in context of restful api conversion,,10,"1.00,0.00,0.00,0.00",,0.00,0.00,,
"copilot,mcp,server",what is mcp server in copilot,,10,"0.00,0.00,0.33,1.00,0.33,0.33,0.33,0.00,0.66,0.66,0.66,0.66",,0.00,0.09,,
"context,mcp,model,protocol,server",what is mcp server model context protocol,,10,"0.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
"bi,mcp,power,server",what is power bi mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,0.50,0.50",,0.00,0.01,,
"mcp,salesforce,server",what is salesforce mcp server,,10,"0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.01,,
"mcp,sap,server",what is sap mcp server,,10,"0.50,1.00",,0.00,0.10,,
"best,mcp,server",what is the best mcp server,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.21,0.30,,
"figma,mcp,server",what is the figma mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,1.00,1.00,1.00",,0.00,0.33,,
"mcp,server,use",what is use of mcp server,,10,"0.00,0.00,1.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"mcp,server,winget",what is winget mcp server,,10,1.00,,0.00,0.00,,
"mcp,server,zapier",what is zapier mcp server,,10,"0.50,0.00,1.00,1.00",,8.03,0.26,,
"crm,mcp,server,zoho",what is zoho crm mcp server,,10,1.00,,0.00,0.00,,
"host,mcp,server",where is mcp server hosted,,10,"0.00,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00",,0.00,0.04,,
"agent,commerce,mcp,server,use",which mcp server should i use for agentic commerce,,10,1.00,,0.00,0.00,,
"dashboard,mcp,server",which mcp serves have a dashboard,,10,"1.00,0.00",,0.00,0.00,,
"create,mcp,server",who created mcp server,,10,"0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66",,0.00,0.03,,
"mcp,need,server",why do i need an mcp server,,10,"0.00,0.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.09,,
"mcp,need,server",why is mcp server needed,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.25,,
"mcp,need,server",why mcp server is needed,,10,"0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
"article,email,malicious,mcp,server,silent,steal,user",a malicious mcp server is silently stealing user emails article,,0,"0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"email,itpro,malicious,mcp,server,silent,steal,user",a malicious mcp server is silently stealing user emails itpro,,0,"0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"com,email,itpro,malicious,mcp,server,silent,steal,user",a malicious mcp server is silently stealing user emails itpro.com,,0,"0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"email,malicious,mcp,server,silent,steal,user",a malicious mcp server is silently stealing user emails mcp,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"email,malicious,mcp,postmark,server,silent,steal,user",a malicious mcp server is silently stealing user emails postmark-mcp,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"can,chatgpt,mcp,server,use",can i use mcp server with chatgpt,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"can,host,mcp,nocodb,self,server,use",can self hosted nocodb use mcp server,,0,"1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"can,chatgpt,connect,gui,mcp,server",can you connect an mcp server to chatgpt gui,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"bot,can,connect,mcp,server,team",can you connect mcp server with teams bot,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"attachment,lf,mcp,project,server,start",could not attach to mcp server lf starter_project,,0,"0.00,0.00",,0.00,0.00,,
"attachment,lf,mcp,project,server,start",could not attach to mcp server lf-starter_project,,0,"1.00,0.00,0.00",,0.00,0.00,,
"attachment,claude,mcp,server,windows",could not attach to mcp server windows-mcp claude,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
"brave,connect,mcp,search,server",could not connect to mcp server brave search,,0,"0.00,0.00,0.00,0.00",,0.00,0.00,,
"brave,connect,mcp,search,server",could not connect to mcp server brave-search,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"bravesearch,connect,mcp,server",could not connect to mcp server bravesearch,,0,"0.00,0.00,0.00,0.00",,0.00,0.00,,
"connect,mcp,registry,server",could not connect to mcp server mcp registry,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"claude,connect,mcp,registry,server",could not connect to mcp server mcp registry claude,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"connect,mcp,server,sqlite",could not connect to mcp server sqlite,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"connect,couldn,failed,fetch,mcp,proxy,server,typeerror",couldn't connect to mcp proxy server typeerror: failed to fetch,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"apify,mcp,plan,server,work",does apify mcp server work on all plans,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"atlassian,mcp,server",does atlassian have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"aws,mcp,server",does aws have mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"bitbucket,mcp,server",does bitbucket have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"confluence,mcp,server",does confluence have mcp server,,0,0.00,,0.00,0.00,,
"gitlab,mcp,server",does gitlab have mcp server,,0,0.00,,0.00,0.00,,
"granola,mcp,server",does granola have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.01,,
"mcp,netsuite,server",does netsuite have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,16.20,0.25,,
"mcp,notion,server",does notion have mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.02,,
"mcp,obsidian,server",does obsidian have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"mcp,server,servicenow",does servicenow has mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.03,,
"mcp,server,shopify",does shopify have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00",,0.00,0.04,,
"mcp,server,shopify",does shopify have mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.05,,
"mcp,server,supabase",does supabase have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
"mcp,server,wordpress",does wordpress have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00",,0.00,0.13,,
"mcp,server,youtube",does youtube have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.04,,
"mcp,server,zendesk",does zendesk have mcp server,,0,0.00,,0.00,0.00,,
"mcp,server,zoom",does zoom have an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"can,create,mcp,server",how can i create my own mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"create,mcp,server",how do i create mcp server,,0,0.00,,0.00,0.00,,
"create,mcp,server",how do i create my own mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,3.35,0.20,,
"2022,enable,mcp,server,studio,visual",how do i enable mcp serve in visual studio 2022,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"mcp,server,set",how do i set up an mcp server,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,4.03,0.41,,
"mcp,server,use",how do i use an mcp server,,0,"1.00,0.00,0.00",,0.00,0.00,,
"build,mcp,server",how do you build a mcp server,,0,0.00,,0.00,0.00,,
"mcp,server,use",how do you use an mcp server,,0,0.00,,0.00,0.00,,
"mcp,package,server,setup,simplified,workers",how does the workers-mcp package simplify mcp server setup,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"mcp,package,server,setup,simplified,workersmcp",how does the workersmcp package simplify mcp server setup,,0,"0.00,0.00,0.00,0.00",,0.00,0.00,,
"build,hard,mcp,server",how hard is it to build an mcp server,,0,"0.00,0.00",,0.00,0.00,,
