Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"context,fastmcp",fastmcp context,"Informational, Transactional",40,"0.04,0.33,0.23,1.00,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09",26,0.00,0.04,"Sitelinks, Image, Video, Video carousel, Related searches",203000
"document,fastmcp",fastmcp documentation,Navigational,140,"1.00,0.35,0.28,0.18,0.35,0.23,0.15,0.11,0.11,0.08,0.23,0.08",39,0.00,0.04,"Sitelinks, Video, Related searches",106
"file,protocol,transfer,wikipedia",file transfer protocol wikipedia,"Navigational, Transactional",90,"1.00,0.63,0.50,0.35,0.63,0.35,0.50,0.50,0.50,0.50,0.13,0.13",69,0.00,0.00,"Sitelinks, Related searches",18500000
"free,mcp",free mcp,Informational,90,"0.02,0.02,0.02,1.00,0.02,0.02,0.19,0.09,0.06,0.23,0.15,0.09",49,3.45,0.18,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",58800000
"free,mcp,server",free mcp server,Informational,210,"0.02,1.00,0.07,0.17,0.11,0.21,0.11,0.11,0.09,0.17,0.26,0.26",44,4.33,0.36,"Sitelinks, AI Overview, Video, People also ask, Related searches",131
"free,mcp,servers",free mcp servers,Informational,390,"0.26,0.72,0.26,0.32,0.21,0.21,0.21,0.21,0.21,0.59,1.00,0.39",32,4.33,0.36,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",125
"free,mcp,tool",free mcp tools,Informational,30,"0.14,1.00,0.28,0.28,0.14,0.64,0.14,0.14,0.14,0.14,0.14,0.14",42,3.84,0.71,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",122
"ai,gen,mcp",gen ai mcp,Informational,30,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",41,2.18,0.29,"AI Overview, Image, Video, Video carousel, People also ask, Related searches",125
"ai,gen,integration,mcp",gen ai mcp integrations,Informational,90,"1.00,0.63,0.18",28,0.00,0.00,"AI Overview, Video, Video carousel, Discussions and forums, Related searches",122
"genai,mcp",genai mcp,Informational,90,"1.00,0.65,0.65,0.07,0.65,0.00,0.00,0.00,0.28,0.35,0.00,0.00",50,5.00,0.06,"AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads bottom",128
"copilot,github,mcp,servers",github copilot mcp servers,"Informational, Transactional",70,"0.41,0.41,1.00,0.82,0.64,0.82,0.64,0.17,0.41,0.29,0.52,0.17",55,0.00,0.05,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",109
"cursor,github,mcp,server",github cursor mcp server,Informational,320,"1.00,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",44,0.00,0.04,"Sitelinks, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches, Ads bottom",9450000
"context,github,model,protocol",github model context protocol,Navigational,140,"1.00,0.66,0.79,0.66,0.52,0.79,0.31,0.21,0.21,0.21,0.31,0.21",55,7.87,0.05,"Sitelinks, Video, Video carousel, Related searches",
"github,mcp,playwright,server",github playwright mcp server,Navigational,40,"0.77,0.33,1.00,0.33,0.77,0.33,0.22,0.00,0.22,0.22,0.22,0.22",67,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Related searches, Ads bottom",1800000
"glam,mcp",glama mcp,"Informational, Transactional",210,"1.00,0.64,0.33,0.19,0.19,0.19,0.53,0.11,0.08,0.53,0.53,0.19",16,0.00,0.06,"Sitelinks, Video, Related searches",90
"glam,mcp,registry",glama mcp registry,Navigational,90,"0.35,1.00,0.07",18,0.00,0.00,"Sitelinks, Video, Related searches, Ads bottom",101
gomcp,gomcp,Informational,50,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",31,1.07,0.06,"Sitelinks, Video, Related searches",1530
"chrome,google,mcp,server",google chrome mcp server,Commercial,40,"0.11,0.29,0.52,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11",46,0.00,0.02,"Sitelinks, Video, People also ask, Related searches",19400000
"host,mcp,server",hosted mcp server,Informational,50,"0.27,1.00,0.17,0.17,0.81,0.44,0.37,0.17,0.00,0.00,0.08,0.17",36,4.92,0.52,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches, Ads bottom",133
"host,mcp,servers",hosted mcp servers,"Informational, Transactional",320,"1.00,0.28,0.11,0.02,0.17,0.28,0.11,0.11,0.09,0.07,0.15,0.11",52,3.18,0.63,"Sitelinks, Video, Related searches, Ads bottom",53100000
"mcp,servers,work",how do mcp servers work,Informational,140,"0.53,0.53,0.66,0.66,0.53,0.53,0.43,0.28,0.35,0.82,1.00,1.00",45,0.44,0.24,"Sitelinks, AI Overview, Video, Video carousel, Related searches",42500000
"mcp,server,work",how does an mcp server work,Informational,70,"0.41,0.64,0.82,0.82,0.41,1.00,0.29,0.52,1.00,0.64,1.00,1.00",43,0.62,0.41,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",60000000
"mcp,server,work",how does mcp server work,Informational,50,"0.29,0.64,0.41,0.52,0.29,0.52,0.41,0.17,0.11,0.64,1.00,0.11",35,0.54,0.38,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, Related searches, Ads bottom",60000000
"mcp,work",how does mcp work,Informational,390,"0.59,0.59,1.00,0.48,0.39,0.39,0.39,0.26,0.32,0.48,0.48,0.59",42,0.50,0.18,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches",59800000
"context,model,protocol,work",how does model context protocol work,Informational,50,"0.28,0.50,0.50,0.21,0.28,1.00,0.35,0.35,0.14,0.35,0.35,0.14",61,1.58,0.24,"Sitelinks, AI Overview, Video",211
"mcp,server,work",how mcp server works,Informational,50,"0.23,0.23,0.41,0.23,0.23,0.23,0.17,0.11,0.11,0.11,1.00,0.11",52,1.20,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",127
"mcp,servers,work",how mcp servers work,Informational,50,"0.11,0.11,0.64,0.64,0.41,0.52,0.64,0.23,0.11,1.00,0.29,0.64",42,0.65,0.32,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",43700000
"mcp,work",how mcp works,Informational,170,"0.65,0.81,0.43,0.53,0.53,1.00,0.43,0.34,0.34,0.34,0.65,0.65",24,0.47,0.14,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",128
"make,mcp,server",how to make mcp server,Informational,140,"0.54,0.06,0.06,1.00,0.05,0.02,0.02,0.02,0.02,0.06,0.19,0.02",42,2.79,0.29,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Discussions and forums, Related searches, Ads bottom",133
"mcp,server,test",how to test mcp server,Informational,90,"0.43,0.28,0.43,0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.00",23,6.42,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads top, Ads middle",154
"mcp,use",how to use mcp,Informational,170,"1.00,0.52,0.65,0.43,0.34,0.34,0.21,0.34,0.34,0.34,0.43,0.34",64,5.44,0.25,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",120
"claude,free,mcp,plan,use",how to use mcp claude free plan,Informational,390,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",27,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",20600000
"claude,mcp,use",how to use mcp in claude,Informational,50,"0.11,1.00,0.52,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",42,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",59700000
"learning,mcp",learn mcp,Informational,90,"1.00,1.00,0.63,0.63,0.36,0.36,1.00,0.63,0.63,0.81,0.81,0.81",52,2.79,0.25,"Sitelinks, AI Overview, Video, Related searches",110
"client,list,mcp",list of mcp clients,Informational,40,"1.00,0.28,0.56,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",45,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches",33200000
"list,mcp,servers",list of mcp servers,Informational,260,"1.00,1.00,1.00,0.81,0.54,0.35,0.29,0.22,0.29,0.54,0.66,0.29",47,2.63,0.07,"Sitelinks, AI Overview, Video, Related searches",123
"github,list,mcp,servers",list of mcp servers github,"Navigational, Transactional",90,"1.00,0.34,0.15,1.00,0.15,0.15,0.15,0.06,0.06,0.06,0.06,0.06",88,0.00,0.08,"Sitelinks, Video, Related searches",149
"list,server",list of server,Informational,40,"0.18,0.00,0.81,0.81,1.00,0.63,0.36,0.00,0.27,0.18,0.18,0.18",43,0.00,0.03,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",1610000000
"llm,mcp",llm mcp,Informational,480,"1.00,0.67,0.81,0.54,0.44,0.44,0.36,0.29,0.29,0.23,0.29,0.29",67,1.82,0.14,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",126
"llm,mcp,server",llm mcp server,Informational,90,"1.00,1.00,0.14,0.14,0.48,0.14,0.14,0.14,0.14,0.14,0.14,0.14",38,3.14,0.30,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",122
"local,mcp",local mcp,Informational,50,"0.11,0.64,0.64,0.11,0.64,0.29,0.23,0.11,0.17,0.29,0.11,1.00",47,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",126
"local,mcp,server",local mcp server,Informational,170,"0.11,0.08,0.11,0.08,0.07,0.11,0.20,0.07,0.07,0.16,1.00,0.20",16,2.96,0.11,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",124
"look,servers",looking for servers,Commercial,40,"0.83,0.83,1.00,0.58,0.42,0.83,0.42,0.42,0.42,0.42,0.42,0.42",31,2.25,0.38,"Video, People also ask, Jobs, Related searches, Ads bottom",317000000
"c,m,meaning,p",m c p meaning,Informational,320,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",55,0.58,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",127
"c,m,p",m-c.p,Informational,40,"0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.00,0.33,0.52,1.00",72,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel",1430000000
"chatbot,date,integration,management,mcp,platform",managed mcp platform for chatbot data integration,Informational,40,"0.42,1.00,0.57,0.71,0.57,0.00,0.14",8,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Discussions and forums, Related searches",175
"mc,stale",mc stal,"Informational, Transactional",110,"0.22,0.22,0.22,0.22,0.22,0.22,0.29,0.54,0.66,0.54,1.00,0.04",22,0.00,0.00,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches",3820000
"api,mcd",mcd api,Navigational,40,"0.73,0.73,1.00,0.73,0.58,0.27,0.27,0.27,0.27,0.27,0.27,0.27",10,0.00,0.33,"Sitelinks, Video, People also ask, Related searches",5920000
"creator,mcd",mcd creator,Informational,880,"0.76,0.46,0.12,0.46,0.68,0.46,0.54,0.46,0.68,0.54,1.00,0.76",35,0.00,0.00,"AI Overview, Video, People also ask, Related searches",4130
"database,mcd",mcd database,Navigational,140,"0.28,0.23,0.35,0.28,0.17,1.00,0.28,0.28,0.23,0.12,0.28,0.23",46,0.00,0.00,"Sitelinks, Image pack, People also ask, Related searches",9030000
"mcd,server",mcd server,Informational,50,"1.00,0.11,0.11,0.11,0.11,0.64,0.11,0.11,0.11,0.11,0.11,0.11",9,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches",50
"mcd,wiki",mcd wiki,"Informational, Transactional",480,"0.36,0.67,1.00,0.67,0.22,0.44,0.13,0.13,0.18,0.44,0.22,0.13",50,0.00,0.00,"Image, Video, Related searches",323000
mcp,mcp,"Informational, Commercial",74000,"0.81,1.00,0.81,0.81,0.66,0.81,0.66,0.44,0.66,0.66,1.00,0.81",60,2.88,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know",126
"abbreviation,mcp",mcp abbreviation,Informational,110,"0.42,0.65,0.42,0.34,0.42,1.00,0.34,0.26,0.26,0.34,0.42,0.65",62,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches",5880000
"acronym,mcp",mcp acronym,Informational,320,"0.44,0.66,0.66,0.54,0.66,0.54,0.44,0.44,0.44,0.66,0.81,1.00",36,0.00,0.33,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",130
"acronym,ai,mcp",mcp acronym ai,Informational,110,"0.64,0.64,1.00,0.64,0.64,0.64,0.41,0.41,0.41,0.52,0.82,0.82",53,2.47,0.04,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",126
"acronym,history,mcp,meaning",mcp acronym meaning history,Informational,260,"1.00,0.11",43,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",371000
"agent,mcp",mcp agent,Informational,880,"1.00,1.00,0.76,0.68,0.54,0.68,0.29,0.29,0.29,0.68,0.46,0.68",39,2.78,0.25,"AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",60200000
"agent,ai,mcp",mcp agent ai,Informational,70,"0.03,0.05,0.03,0.11,0.00,1.00,0.03,0.03,0.00,0.03,0.00,0.00",57,3.82,0.41,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",124
"agent,framework,mcp",mcp agent framework,"Informational, Commercial",70,"0.64,1.00,1.00,0.41,0.52,0.29,0.11,0.11,0.11,0.11,0.11,0.11",36,4.45,0.12,"AI Overview, Video, Video carousel, People also ask, Related searches, Ads middle",153
"agent,mcp",mcp agentic,Informational,110,"1.00,0.66,0.81,0.81,0.81,0.53,0.33,0.24,0.19,0.24,0.33,0.19",50,3.63,0.28,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom, Ads middle",123
"agent,ai,mcp",mcp agentic ai,Informational,320,"0.66,1.00,0.81,0.54,0.66,0.44,0.44,0.36,0.23,0.23,0.23,0.23",40,3.78,0.63,"AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",49400000
"agent,mcp",mcp agents,Informational,1000,"0.68,1.00,0.84,0.68,0.52,0.52,0.37,0.25,0.37,0.37,0.25,0.20",72,3.19,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads middle",125
"aggregate,mcp",mcp aggregator,Informational,90,"0.09,0.05,0.29,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",5,3.75,0.19,"Sitelinks, AI Overview, Reviews, Video, Related searches, Ads bottom",132
"ai,mcp",mcp ai,Informational,9900,"0.81,1.00,0.81,0.30,0.54,0.35,0.30,0.19,0.35,0.44,0.54,0.44",63,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",125
"abbreviation,ai,mcp",mcp ai abbreviation,Informational,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00",45,0.00,0.00,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",125
"acronym,ai,mcp",mcp ai acronym,Informational,70,"1.00,0.34,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.06",54,0.00,0.06,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",123
"agent,ai,mcp",mcp ai agent,Informational,320,"1.00,0.54,0.66,0.54,0.54,0.36,0.29,0.23,0.19,0.23,0.36,0.23",67,3.30,0.45,"AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches",59900000
"agent,ai,mcp",mcp ai agents,Informational,170,"0.34,1.00,0.65,0.65,0.12,1.00,0.43,0.28,0.43,0.34,0.12,0.53",40,3.30,0.45,"AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads middle",123
"ai,llm,mcp",mcp ai llm,Informational,50,"1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29",68,0.00,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches",130
"ai,mcp,meaning",mcp ai meaning,Informational,480,"0.36,0.45,0.55,0.76,0.55,0.55,0.45,0.36,0.45,0.45,0.76,1.00",73,0.34,0.11,"AI Overview, Video, People also ask, Related searches",132
"ai,mcp,protocol",mcp ai protocol,Informational,170,"1.00,0.54,0.44,0.23,0.23,0.15,0.11,0.06,0.08,0.06,0.08,0.11",70,2.45,0.36,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",161
"ai,mcp,server",mcp ai server,Informational,30,"0.18,0.18,1.00,1.00,0.36,0.18,0.18,0.18,0.00,0.00,0.00,0.18",72,3.22,0.35,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",104
"alternative,mcp",mcp alternative,Informational,70,"0.64,0.29,0.64,0.64,0.17,0.23,0.29,0.52,0.52,0.64,1.00,1.00",24,7.89,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",114
"alternative,mcp",mcp alternatives,Informational,70,"0.17,0.64,0.11,0.41,1.00,0.64,0.82,0.41,0.29,0.64,0.23,1.00",31,7.89,0.04,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",115
"ai,mcp",mcp and ai,Informational,40,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,1.00,0.18",50,4.25,0.52,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",117
"claude,mcp",mcp and claude,Informational,40,"1.00,0.14,0.14,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",43,3.38,0.20,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",125
"anthropic,doc,mcp",mcp anthropic docs,Informational,90,"1.00,1.00,0.42,0.19,0.19,0.19,0.15,0.07,0.07,0.07,0.07,0.07",54,0.00,0.33,"Video, Related searches",109
"anthropic,document,mcp",mcp anthropic documentation,Informational,140,"1.00,1.00,1.00,1.00,1.00,1.00,0.42,0.17,0.17,0.17,0.17,0.17",65,0.00,0.03,"Video, Video carousel, Related searches",107
"anthropic,github,mcp",mcp anthropic github,Navigational,90,"0.82,0.09,0.43,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",57,0.00,0.06,"Sitelinks, Video, Video carousel, Related searches",106
"api,mcp",mcp api,Informational,390,"1.00,0.81,0.81,1.00,0.67,0.81,0.67,0.28,0.54,0.67,0.67,0.67",23,3.23,0.11,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",130
"architecture,diagram,mcp",mcp architecture diagram,Informational,210,"0.53,0.81,0.65,0.81,0.81,0.81,0.53,0.53,0.53,0.81,1.00,0.81",33,3.12,0.09,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",134
"artificial,intelligence,mcp",mcp artificial intelligence,Informational,3600,"0.00,0.02,0.00,0.00,1.00,1.00,0.66,0.54,0.54,0.81,0.81,0.81",63,2.92,0.20,"AI Overview, Video, Video carousel, People also ask, Related searches",128
"artificial,intelligence,mcp,protocol",mcp artificial intelligence protocol,Informational,110,"1.00,0.54,0.35,0.18,0.18,0.14,0.14,0.08,0.10,0.08,0.10,0.10",70,2.28,0.35,"AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches",141
"awesome,mcp",mcp awesome,Informational,90,"1.00,1.00,0.40,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.17,0.11",48,0.00,0.01,"Video, Video carousel, Related searches",125
"awsome,mcp",mcp awsome,Informational,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",29,0.00,0.00,"Video, Video carousel, Related searches",122
"badge,mcp",mcp badge,Informational,50,"0.76,0.56,0.56,1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21",28,0.00,0.33,"Image pack, Video, People also ask, Related searches",109
"basic,mcp",mcp basics,Informational,70,"0.18,0.18,1.00,0.81,1.00,1.00,0.63,0.81,0.63,0.81,0.81,0.81",63,1.38,0.24,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",190
"best,mcp",mcp best,Commercial,70,"1.00,1.00,0.81,0.81,0.81,1.00,0.00,0.00,0.00,1.00,0.00,0.00",18,3.80,0.04,"Sitelinks, AI Overview, Video, Video carousel, Related searches",200
"cad,mcp",mcp cad,Informational,40,"0.14,0.14,0.28,0.14,0.14,1.00,0.78,0.14,0.14,0.14,0.14,0.14",16,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",104
"catalog,mcp",mcp catalog,Informational,140,"0.52,1.00,0.80,1.00,0.80,0.52,0.52,0.52,0.52,0.52,0.66,0.80",59,0.00,0.03,"Sitelinks, AI Overview, Video, Video carousel, Related searches",129
"catalog,mcp",mcp catalogue,Informational,50,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.63,0.63,0.00,0.81,0.00",44,0.00,0.02,"Video, Related searches, Ads bottom",202
"claude,mcp",mcp claude,Informational,880,"0.62,0.37,0.62,0.44,0.30,0.37,0.37,0.24,0.37,0.62,1.00,1.00",38,9.15,0.11,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",128
"ai,claude,mcp",mcp claude ai,Informational,40,"0.23,0.11,0.11,0.23,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,4.22,0.32,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",106
"anthropic,claude,mcp",mcp claude anthropic,Navigational,50,"1.00,0.11,0.11,0.23,0.11,0.64,0.11,0.11,0.11,0.11,0.11,0.11",60,0.00,0.06,"Sitelinks, Reviews, Video, People also ask, Related searches",104
"api,claude,mcp",mcp claude api,Informational,50,"0.11,0.11,1.00,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",63,0.00,0.33,"Sitelinks, Video, Related searches",97
"claude,code,mcp",mcp claude code,Informational,320,"0.15,0.66,0.44,0.44,0.15,0.36,0.23,0.23,1.00,0.54,0.66,0.44",29,9.76,0.09,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",110
"architecture,client,mcp,server",mcp client server architecture,Informational,40,"0.11,0.82,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.41",27,3.34,0.09,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",132
"client,mcp,ui",mcp client ui,Informational,720,"0.44,0.13,0.44,0.13,0.30,0.13,1.00,0.13,0.00,0.00,0.00,0.00",22,0.00,0.11,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches",51300000
"client,mcp",mcp clients,Informational,1000,"0.68,1.00,0.84,0.68,0.37,0.46,0.46,0.25,0.25,0.25,0.37,0.20",42,2.02,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches, Ads bottom",132
"client,list,mcp",mcp clients list,Informational,70,"0.28,1.00,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",39,0.00,0.02,"Sitelinks, AI Overview, Video, Related searches, Ads middle",130
"cloud,mcp",mcp cloud,Informational,30,"0.27,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17",47,4.70,0.32,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches",130
"code,executor,mcp",mcp code executor,Informational,140,"0.01,0.01,0.01,1.00,0.01,0.05,0.01,0.01,0.01,0.01,0.00,0.01",34,0.00,0.00,"AI Overview, Video, Video carousel",129
"computer,mcp,products",mcp computer products,Navigational,40,"0.63,0.45,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",19,0.00,0.01,"Video, People also ask, Knowledge panel, Related searches",184
"config,mcp",mcp config,"Informational, Commercial",50,"0.11,0.11,0.64,0.11,0.64,1.00,0.11,0.11,0.52,0.52,0.64,0.64",46,1.01,0.04,"Sitelinks, Video, Related searches",67900000
"configuration,mcp",mcp configuration,Informational,70,"0.11,0.11,0.11,0.11,1.00,0.64,0.11,0.11,0.52,0.52,0.82,0.64",56,2.02,0.05,"Sitelinks, AI Overview, Video, Video carousel, Related searches",86300000
"connect,mcp",mcp connect,Informational,90,"0.52,0.52,0.52,0.52,0.52,0.52,0.42,0.33,0.19,1.00,0.42,0.33",23,0.00,0.00,"Video, Video carousel, Related searches",60000000
"connect,mcp",mcp connection,Informational,140,"0.06,0.22,0.35,0.22,0.43,0.29,0.22,0.22,0.29,0.43,0.66,1.00",49,6.26,0.02,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches",127
"connector,mcp",mcp connector,Informational,260,"0.03,0.13,0.11,0.07,0.16,0.20,0.13,0.13,0.16,0.44,1.00,0.65",31,1.61,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",4940
"connector,mcp",mcp connectors,Informational,170,"0.13,0.16,0.01,0.07,0.00,0.13,0.11,0.16,0.08,0.16,1.00,0.46",23,1.61,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",3080000
"context,mcp",mcp context,Informational,70,"1.00,1.00,0.64,0.82,0.82,0.36,0.36,0.45,0.45,0.00,0.45,0.45",78,3.22,0.12,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches, Things to know",126
"7,context,mcp",mcp context 7,Informational,110,"0.54,0.35,1.00,0.43,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04",44,5.47,0.10,"Sitelinks, AI Overview, Video, People also ask, Related searches",54100000
"course,mcp",mcp course,Informational,170,"0.43,1.00,0.35,0.82,0.35,0.35,0.43,0.35,0.43,0.28,0.28,0.35",34,2.77,0.30,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle",108
"date,mcp",mcp data,Informational,40,"0.00,0.17,1.00,0.11,0.11,0.00,1.00,0.00,0.00,0.00,0.64,0.05",72,4.87,0.04,"AI Overview, Video, Video carousel, People also ask, Related searches",127
"database,mcp",mcp database,Informational,320,"1.00,1.00,0.53,0.23,0.82,0.82,0.82,1.00,0.67,0.67,0.82,1.00",50,3.32,0.06,"Video, People also ask, Related searches",59600000
"database,mcp,server",mcp database server,Informational,40,"0.42,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",41,2.37,0.18,"Sitelinks, AI Overview, Video, Video carousel, Related searches",56600000
"definition,mcp",mcp definition,Informational,480,"0.56,0.56,0.68,0.56,0.44,0.56,0.56,0.30,0.44,0.68,0.77,1.00",69,1.06,0.01,"AI Overview, Video, Short videos, People also ask, Related searches",128
"ai,definition,mcp",mcp definition ai,Informational,140,"0.52,0.80,0.80,1.00,1.00,1.00,0.33,0.42,0.52,0.52,0.66,0.80",67,1.00,0.15,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches",104
"demo,mcp",mcp demo,Informational,50,"1.00,0.33,0.14,0.09,0.51,0.09,0.05,0.00,0.00,0.00,0.00,0.09",37,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches",108
"desktop,mcp",mcp desktop,Informational,480,"0.36,0.23,0.36,1.00,1.00,0.67,0.36,0.67,0.12,1.00,0.83,0.83",24,0.00,0.33,"Video, Video carousel, Related searches",159
"dev,mcp",mcp dev,Informational,110,"1.00,0.80,1.00,0.80,0.52,0.66,0.52,0.42,0.52,0.42,0.80,0.52",50,4.31,0.07,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",126
